Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Social Sciences,School of Social Sciences,Political science - american politics,47,22,5,3.27 - 3.81,3.15 - 4.00,47%,23%,
Social Sciences,School of Social Sciences,Political science - international relations,219,133,35,3.36 - 3.82,3.15 - 3.76,61%,26%,
Social Sciences,School of Social Sciences,Political science - public law,99,50,13,3.28 - 3.68,3.20 - 3.50,51%,26%,
Social Sciences,School of Social Sciences,Political science - public policy,66,38,10,3.25 - 3.80,3.02 - 3.65,58%,26%,
Social Sciences,School of Social Sciences,Pre-human development,70,29,12,3.34 - 3.74,3.24 - 3.88,41%,41%,
Social Sciences,School of Social Sciences,Psychology,944,471,131,3.42 - 3.88,3.29 - 3.75,50%,28%,
Social Sciences,School of Social Sciences,Psychology with a specialization in clinical psychology,113,44,15,3.36 - 3.89,3.04 - 3.54,39%,34%,
Social Sciences,School of Social Sciences,Psychology with a specialization in cognitive psychology,56,23,7,3.35 - 3.85,3.26 - 3.72,41%,30%,
Social Sciences,School of Social Sciences,Psychology with a specialization in developmental psychology,39,19,7,3.45 - 3.73,3.46 - 3.62,49%,37%,
Social Sciences,School of Social Sciences,Psychology with a specialization in human health,49,22,6,3.31 - 3.79,3.31 - 3.52,45%,27%,
Social Sciences,School of Social Sciences,Psychology with a specialization in social psychology,94,38,13,3.53 - 3.83,3.35 - 3.76,40%,34%,
Social Sciences,School of Social Sciences,Sociology,531,275,43,3.36 - 3.87,3.13 - 3.64,52%,16%,
Social Sciences,School of Social Sciences,Sociology - culture and communications,51,22,7,3.38 - 3.76,3.25 - 3.80,43%,32%,
Social Sciences,School of Social Sciences,Sociology - economy and society,45,32,9,3.38 - 3.84,3.52 - 3.68,71%,28%,
Social Sciences,School of Social Sciences,Sociology - law and society,143,65,13,3.30 - 3.72,3.26 - 3.80,45%,20%,
Social Sciences,School of Social Sciences,Sociology - science and medicine,28,16,4,3.38 - 3.60,masked,57%,25%,
Social Sciences,School of Social Sciences,Sociology - social inequality,44,21,3,3.44 - 3.83,masked,48%,14%,
Social Sciences,School of Social Sciences,Urban studies & planning,94,53,10,3.38 - 3.81,3.17 - 3.69,56%,19%,
Undeclared,Undergraduate Education,Undeclared,"1,417","1,338",417,3.26 - 3.70,3.14 - 3.55,94%,31%,
Undeclared,Undergraduate Education,Undeclared - social science,21,9,5,3.40 - 3.84,3.40 - 4.00,43%,56%,
