Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Life Sciences,School of Physical Sciences,Environmental systems - environmental policy,71,49,9,3.32 - 3.80,3.31 - 3.74,69%,18%,
Life Sciences,School of Biological Sciences,Human biology,508,319,119,3.47 - 3.88,3.35 - 3.83,63%,37%,
Life Sciences,School of Biological Sciences,Marine biology,121,50,18,3.26 - 3.70,3.26 - 3.77,41%,36%,
Life Sciences,School of Biological Sciences,Microbiology,92,64,18,3.50 - 3.87,3.38 - 3.82,70%,28%,
Life Sciences,School of Biological Sciences,Molecular & cell biology,248,175,39,3.50 - 3.91,3.41 - 3.86,71%,22%,
Life Sciences,School of Biological Sciences,Neurobiology,186,120,26,3.47 - 3.89,3.31 - 3.81,65%,22%,
Other Health Science,Herbert Wertheim School of Public Health,Bachelor of science in public health w/ concentration in hlth policy and mgmt sc,26,18,5,3.72 - 3.84,3.72 - 3.74,69%,28%,
Other Health Science,Herbert Wertheim School of Public Health,Bachelor of science in public health w/ concentration in medicine science,99,67,29,3.45 - 3.90,3.31 - 3.83,68%,43%,
Other Health Science,Herbert Wertheim School of Public Health,Bachelor of science in public health w/con in epidemiology,20,13,4,3.66 - 3.97,masked,65%,31%,
Other Health Science,Herbert Wertheim School of Public Health,Global health,98,74,31,3.40 - 3.86,3.31 - 3.83,76%,42%,
Other/Interdisciplinary,School of Social Sciences,Cognitive and behavioral neuroscience,92,60,21,3.44 - 4.00,3.37 - 3.74,65%,35%,
Other/Interdisciplinary,School of Social Sciences,Cognitive science,313,257,107,3.43 - 3.90,3.37 - 3.82,82%,42%,
Other/Interdisciplinary,School of Social Sciences,Communication arts,992,727,162,3.43 - 3.90,3.27 - 3.78,73%,22%,
Other/Interdisciplinary,School of Arts & Humanities,Interdisciplinary computer & the arts,24,15,9,3.49 - 3.82,3.49 - 3.83,63%,60%,
Other/Interdisciplinary,School of Social Sciences,International studies - anthropology,17,13,4,3.32 - 4.00,masked,76%,31%,
Other/Interdisciplinary,School of Social Sciences,International studies - economics,137,89,29,3.29 - 3.90,3.08 - 3.71,65%,33%,
Other/Interdisciplinary,School of Social Sciences,International studies - international business,436,312,133,3.43 - 3.86,3.28 - 3.82,72%,43%,
Other/Interdisciplinary,School of Social Sciences,International studies - political science,83,56,14,3.46 - 3.99,3.46 - 3.84,67%,25%,
Other/Interdisciplinary,School of Social Sciences,International studies - sociology,109,89,26,3.44 - 4.00,3.37 - 4.00,82%,29%,
Other/Interdisciplinary,School of Social Sciences,Mathematics - computer science,184,133,38,3.57 - 3.92,3.35 - 3.84,72%,29%,
Physical Sciences/Math,School of Physical Sciences,Applied mathematics,147,94,11,3.53 - 3.97,3.35 - 3.57,64%,12%,
Physical Sciences/Math,School of Physical Sciences,Chemistry,173,84,17,3.42 - 3.90,3.22 - 3.68,49%,20%,
Physical Sciences/Math,School of Physical Sciences,Chemistry - biochemistry,187,105,33,3.40 - 3.88,3.40 - 3.87,56%,31%,
Physical Sciences/Math,School of Physical Sciences,Geosciences,23,16,5,3.41 - 3.82,3.51 - 3.64,70%,31%,
Physical Sciences/Math,School of Physical Sciences,Mathematics,247,154,26,3.47 - 3.91,3.20 - 3.67,62%,17%,
Physical Sciences/Math,School of Physical Sciences,Mathematics/economics,90,55,8,3.73 - 4.00,3.35 - 3.86,61%,15%,
Physical Sciences/Math,School of Physical Sciences,Molecular synthesis,5,3,3,masked,masked,60%,100%,
Physical Sciences/Math,School of Physical Sciences,Natural sciences,43,20,6,3.26 - 3.79,3.30 - 3.95,47%,30%,
Physical Sciences/Math,School of Physical Sciences,Oceanic and atmospheric sciences,27,21,13,3.43 - 3.78,3.41 - 3.68,78%,62%,
Physical Sciences/Math,School of Physical Sciences,Pharmacological chemistry,43,21,11,3.37 - 3.73,3.36 - 3.61,49%,52%,
Physical Sciences/Math,School of Physical Sciences,Physics,100,54,13,3.37 - 3.81,3.31 - 3.81,54%,24%,
Physical Sciences/Math,School of Physical Sciences,Probability and statistics,106,63,14,3.60 - 3.96,3.43 - 3.81,59%,22%,
Public Health,Herbert Wertheim School of Public Health,Public health,178,118,49,3.53 - 3.87,3.40 - 3.84,66%,42%,
Social Sciences,School of Social Sciences,Anthropology,108,74,13,3.41 - 3.93,3.40 - 4.00,69%,18%,
Social Sciences,School of Social Sciences,Anthropology with concentration in climate change and human solutions,30,22,3,3.37 - 3.87,masked,73%,14%,
Social Sciences,School of Social Sciences,Anthropology(concentration in sociocultral anthropology),108,84,9,3.47 - 3.89,3.11 - 3.61,78%,11%,
Social Sciences,School of Social Sciences,Biological anthropology,38,26,4,3.35 - 3.87,masked,68%,15%,
Social Sciences,School of Social Sciences,Business psychology,227,151,61,3.46 - 3.88,3.45 - 3.88,67%,40%,
Social Sciences,School of Arts & Humanities,Chinese studies,40,24,3,3.32 - 4.00,masked,60%,13%,
Social Sciences,School of Social Sciences,Economics,"1,025",610,185,3.56 - 3.92,3.48 - 3.86,60%,30%,
Social Sciences,School of Arts & Humanities,Ethnic studies,35,24,5,3.23 - 3.76,3.23 - 3.51,69%,21%,
Social Sciences,School of Social Sciences,Human developmental sciences,60,44,15,3.21 - 3.78,3.25 - 3.79,73%,34%,
Social Sciences,School of Arts & Humanities,Japanese studies,40,29,3,3.32 - 3.77,masked,73%,10%,
Social Sciences,School of Social Sciences,Political science,642,502,94,3.44 - 3.92,3.20 - 3.75,78%,19%,
Social Sciences,School of Social Sciences,Political science - american politics,43,27,6,3.47 - 3.89,3.23 - 3.86,63%,22%,
Social Sciences,School of Social Sciences,Political science - comparative politics,13,10,4,3.59 - 3.96,masked,77%,40%,
Social Sciences,School of Social Sciences,Political science - international relations,120,84,18,3.28 - 3.91,3.19 - 3.96,70%,21%,
Social Sciences,School of Social Sciences,Political science - political theory,18,10,3,3.35 - 3.71,masked,56%,30%,
Social Sciences,School of Social Sciences,Political science - public law,135,87,19,3.33 - 3.81,3.30 - 3.49,64%,22%,
Social Sciences,School of Social Sciences,Political science - public policy,67,52,10,3.40 - 3.91,3.20 - 3.67,78%,19%,
Social Sciences,School of Social Sciences,"Political science /race, ethnicity and politics",22,13,3,3.24 - 3.80,masked,59%,23%,
Social Sciences,School of Social Sciences,Political science/data analytics,23,20,9,3.44 - 3.92,3.09 - 3.66,87%,45%,
Social Sciences,School of Social Sciences,Psychology,"1,476",999,324,3.44 - 3.90,3.33 - 3.83,68%,32%,
Social Sciences,School of Social Sciences,Psychology with a specialization in clinical psychology,167,112,42,3.37 - 3.91,3.23 - 3.81,67%,38%,
Social Sciences,School of Social Sciences,Psychology with a specialization in cognitive psychology,51,30,20,3.39 - 3.81,3.31 - 3.75,59%,67%,
Social Sciences,School of Social Sciences,Psychology with a specialization in developmental psychology,35,19,8,3.51 - 3.84,3.57 - 3.86,54%,42%,
Social Sciences,School of Social Sciences,Psychology with a specialization in human health,57,44,22,3.46 - 3.87,3.43 - 3.82,77%,50%,
Social Sciences,School of Social Sciences,Psychology with a specialization in social psychology,50,35,13,3.39 - 3.81,3.40 - 3.64,70%,37%,
Social Sciences,School of Social Sciences,Sociology,678,494,80,3.42 - 3.92,3.17 - 3.68,73%,16%,
Social Sciences,School of Social Sciences,Sociology - american studies,11,10,4,3.30 - 3.81,masked,91%,40%,
Social Sciences,School of Social Sciences,Sociology - culture and communications,40,26,7,3.45 - 3.93,3.44 - 3.92,65%,27%,
Social Sciences,School of Social Sciences,Sociology - economy and society,43,28,6,3.40 - 3.90,3.44 - 3.65,65%,21%,
Social Sciences,School of Social Sciences,Sociology - international studies,30,19,6,3.37 - 3.87,3.43 - 3.85,63%,32%,
Social Sciences,School of Social Sciences,Sociology - law and society,156,117,14,3.39 - 3.87,3.30 - 3.75,75%,12%,
Social Sciences,School of Social Sciences,Sociology - science and medicine,33,27,8,3.42 - 3.97,3.41 - 3.72,82%,30%,
Social Sciences,School of Social Sciences,Urban studies & planning,95,70,18,3.41 - 3.90,3.38 - 3.86,74%,26%,
